	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
PLS31	4.34404308251049e-269	0.649896840799269	0.596	0.277	1.13340428065781e-264	Endothelial cells	PLS3
HLA-B1	3.49993780119851e-268	0.675192937527514	1	0.907	9.13168771710702e-264	Endothelial cells	HLA-B
MORF4L1	5.31976204867074e-268	0.733610378072314	0.895	0.729	1.38797911611868e-263	Endothelial cells	MORF4L1
GNAI21	2.41440518493911e-266	0.804474325717983	0.837	0.596	6.29942456802463e-262	Endothelial cells	GNAI2
CD811	1.53663272880528e-265	0.966853231169673	0.834	0.578	4.00922845272586e-261	Endothelial cells	CD81
KIAA1217	2.6398097910633e-264	0.354922349695005	0.257	0.058	6.88752772586327e-260	Endothelial cells	KIAA1217
MAPK3	7.19529724866994e-262	0.431827597871291	0.32	0.089	1.87732500515047e-257	Endothelial cells	MAPK3
MSN1	7.0363724271526e-261	0.762165462853615	0.756	0.451	1.83585992996839e-256	Endothelial cells	MSN
EFNA11	1.36845924188634e-259	0.807935410858871	0.666	0.349	3.57044700800564e-255	Endothelial cells	EFNA1
CAPN2	4.41476917863564e-259	0.687922822366687	0.523	0.232	1.15185742639783e-254	Endothelial cells	CAPN2
GIMAP1	3.29229630285373e-256	0.445987603749653	0.312	0.085	8.58993028377567e-252	Endothelial cells	GIMAP1
LRRC8A	6.78286507892764e-255	0.446524935059605	0.324	0.093	1.76971732774301e-250	Endothelial cells	LRRC8A
LAMB2	4.13900550627764e-254	0.408941587114578	0.285	0.072	1.0799079266429e-249	Endothelial cells	LAMB2
GNAS1	3.7967932185382e-253	0.85320587217489	0.865	0.642	9.90621318648803e-249	Endothelial cells	GNAS
ATP2B4	5.10967659596521e-253	0.42192348683527	0.299	0.079	1.33316572065328e-248	Endothelial cells	ATP2B4
MAF1	2.92236458534842e-251	0.974564004508553	0.524	0.239	7.62474143963256e-247	Endothelial cells	MAF
PLCB1	8.71206295090459e-250	0.503230446320892	0.368	0.119	2.27306434452052e-245	Endothelial cells	PLCB1
JAG1	1.16689206084111e-248	0.977221804299386	0.251	0.057	3.04453807594053e-244	Endothelial cells	JAG1
CNRIP1	3.13804935360588e-247	0.447928393512438	0.277	0.07	8.1874845684931e-243	Endothelial cells	CNRIP1
EEF1A1	4.79586876583963e-247	0.541292401799269	1	0.987	1.25129011969522e-242	Endothelial cells	EEF1A1
CD151	9.43408328688889e-246	0.68082822943343	0.743	0.452	2.46144667038218e-241	Endothelial cells	CD151
CLEC2B1	1.49126864079507e-244	0.753397684811628	0.639	0.325	3.89086901069842e-240	Endothelial cells	CLEC2B
LBH	2.06602414985608e-244	0.445502954478651	0.316	0.087	5.3904636093895e-240	Endothelial cells	LBH
ABCG1	4.40988544697977e-244	0.422260152484645	0.302	0.083	1.15058321197149e-239	Endothelial cells	ABCG1
VAT1	1.53056651667428e-243	0.500699603163642	0.378	0.125	3.99340109865487e-239	Endothelial cells	VAT1
IFI161	7.02838476021848e-243	0.769094222430229	0.735	0.432	1.8337758677886e-238	Endothelial cells	IFI16
TIMP11	1.11607227614171e-241	0.923189756667887	0.791	0.488	2.91194417568134e-237	Endothelial cells	TIMP1
FAM241A	2.35578303384366e-241	0.434893676781791	0.35	0.11	6.14647351360149e-237	Endothelial cells	FAM241A
HLA-A1	2.72417735228356e-240	0.702315654248247	0.961	0.818	7.10765112984302e-236	Endothelial cells	HLA-A
RHOA1	2.90414098532883e-240	0.688952087901572	0.915	0.785	7.57719424482146e-236	Endothelial cells	RHOA
MACF1	4.82696251970938e-238	0.690195489854446	0.571	0.281	1.25940279101738e-233	Endothelial cells	MACF1
REXO2	2.99707028020267e-237	0.641790681594267	0.532	0.25	7.81965606807679e-233	Endothelial cells	REXO2
CTBP2	5.02760308262436e-237	0.430046934018834	0.334	0.101	1.31175192028752e-232	Endothelial cells	CTBP2
PDE4B1	1.99956789976639e-236	0.594580236666612	0.416	0.153	5.21707260728049e-232	Endothelial cells	PDE4B
SPARCL1	2.58384145128341e-236	1.0505420660037	0.435	0.162	6.74150073054355e-232	Endothelial cells	SPARCL1
ARHGEF7	2.68793462507817e-236	0.446101553280668	0.299	0.084	7.01309023029145e-232	Endothelial cells	ARHGEF7
SH3BGRL2	5.08604596052997e-236	0.436286847413053	0.317	0.094	1.32700025156187e-231	Endothelial cells	SH3BGRL2
YWHAE	5.6999661404022e-236	0.672794300703149	0.824	0.609	1.48717816569234e-231	Endothelial cells	YWHAE
BHLHE401	2.94399819083287e-235	0.860102235040444	0.574	0.295	7.68118567970204e-231	Endothelial cells	BHLHE40
TMEM2	4.73367974226224e-235	0.646540520733367	0.403	0.15	1.23506438155364e-230	Endothelial cells	TMEM2
FNBP1L	2.60040512980942e-232	0.518730812407541	0.384	0.136	6.78471702418576e-228	Endothelial cells	FNBP1L
SNHG7	2.89933950310161e-231	0.662075556306804	0.469	0.201	7.56466669754242e-227	Endothelial cells	SNHG7
NT5E1	2.38355652377056e-230	0.499729669489314	0.429	0.158	6.21893732616977e-226	Endothelial cells	NT5E
ARGLU1	2.58941106584015e-230	0.812304612811553	0.644	0.372	6.75603241188353e-226	Endothelial cells	ARGLU1
RGL2	4.46451882169479e-230	0.384205573947862	0.284	0.078	1.16483760576839e-225	Endothelial cells	RGL2
GUK1	5.71984569876273e-229	0.803046708947223	0.802	0.628	1.49236494126418e-224	Endothelial cells	GUK1
LAMC1	1.05010775291152e-228	0.549954329598108	0.371	0.128	2.73983613812145e-224	Endothelial cells	LAMC1
RASSF1	3.30688609302996e-228	0.448430417343238	0.325	0.102	8.62799650532446e-224	Endothelial cells	RASSF1
MAP1LC3A	1.469969748131e-227	0.552717912658534	0.392	0.144	3.8352980698486e-223	Endothelial cells	MAP1LC3A
PIM3	2.32491418643295e-227	0.617188988471499	0.402	0.152	6.0659336038222e-223	Endothelial cells	PIM3
HMGB1	4.2705020264062e-223	0.541165136909337	0.965	0.876	1.11421668370964e-218	Endothelial cells	HMGB1
B2M1	6.29754310102163e-223	0.551924459573693	1	1	1.64309197048755e-218	Endothelial cells	B2M
ADD3	1.13347844811926e-221	0.700438550048757	0.502	0.235	2.95735861898796e-217	Endothelial cells	ADD3
SWAP701	1.49444922999278e-221	0.672978409622052	0.477	0.207	3.89916748597416e-217	Endothelial cells	SWAP70
PRKAR1A	1.30375400644943e-218	0.698680800308695	0.685	0.44	3.40162457822722e-214	Endothelial cells	PRKAR1A
TMOD3	3.33748807620521e-218	0.727048153695822	0.653	0.4	8.70784013962701e-214	Endothelial cells	TMOD3
MAGED2	7.34028742848708e-218	0.651341668859988	0.481	0.219	1.91515439296656e-213	Endothelial cells	MAGED2
NR2F2	3.91579111049846e-217	0.601092943138775	0.38	0.14	1.02166905864015e-212	Endothelial cells	NR2F2
DYNC1LI2	1.50645353632329e-216	0.539234431414054	0.429	0.175	3.9304879216211e-212	Endothelial cells	DYNC1LI2
ATP1B31	2.09386189627506e-216	0.658510839171544	0.491	0.219	5.46309507357125e-212	Endothelial cells	ATP1B3
TSPAN3	1.96821667914557e-215	0.61132290885931	0.557	0.28	5.13527413755871e-211	Endothelial cells	TSPAN3
SHC1	3.81725153393755e-215	0.471006095468885	0.349	0.121	9.95959097719645e-211	Endothelial cells	SHC1
DUSP11	1.17529513252082e-214	0.938264722088987	0.884	0.641	3.06646253026008e-210	Endothelial cells	DUSP1
LEPROT	2.26806311366289e-213	0.63146657673585	0.695	0.431	5.91760346985785e-209	Endothelial cells	LEPROT
PPP2R2A	4.41246755166367e-212	0.504024593563041	0.407	0.159	1.15125690890457e-207	Endothelial cells	PPP2R2A
CTTN	1.00013958671851e-211	0.42536821471535	0.347	0.119	2.60946419570725e-207	Endothelial cells	CTTN
TMSB101	6.99531573753454e-211	0.717736799296859	0.993	0.903	1.82514782908014e-206	Endothelial cells	TMSB10
RAB131	1.16712314704196e-210	0.758624179685038	0.612	0.362	3.04514100294719e-206	Endothelial cells	RAB13
NDRG1	4.43897449277603e-210	0.48451184119614	0.296	0.091	1.15817283491019e-205	Endothelial cells	NDRG1
CNST	9.35562201555594e-210	0.61888618021721	0.424	0.178	2.4409753400787e-205	Endothelial cells	CNST
PDK41	4.24931248250629e-209	0.831802555553074	0.685	0.408	1.10868811981072e-204	Endothelial cells	PDK4
ABHD17A	7.66157683265993e-209	0.50075754621407	0.398	0.155	1.9989820114093e-204	Endothelial cells	ABHD17A
REEP3	2.97371803222234e-208	0.613049726399962	0.57	0.302	7.75872771787131e-204	Endothelial cells	REEP3
FYN	2.68994582423475e-207	0.461380369070498	0.398	0.151	7.01833765001089e-203	Endothelial cells	FYN
TNFAIP8L1	7.51018150735522e-207	0.390417722623502	0.258	0.071	1.95948145708405e-202	Endothelial cells	TNFAIP8L1
TRIOBP	9.91205542714448e-206	0.434993934373744	0.362	0.131	2.58615438149627e-201	Endothelial cells	TRIOBP
PTPN12	1.01528232527197e-205	0.546006005803318	0.432	0.181	2.6489731148671e-201	Endothelial cells	PTPN12
CARD8	1.71977304853851e-205	0.497162780378898	0.412	0.163	4.48705986094183e-201	Endothelial cells	CARD8
MARCKS1	3.23679050678168e-205	0.640343067115048	0.765	0.464	8.44511011124409e-201	Endothelial cells	MARCKS
TMEM165	5.80372128604685e-205	0.501903554223175	0.429	0.177	1.51424892074248e-200	Endothelial cells	TMEM165
CCDC50	6.93237442948132e-205	0.625552816947555	0.603	0.338	1.80872581239597e-200	Endothelial cells	CCDC50
S100A131	8.76165047115115e-204	0.56260430123967	0.527	0.241	2.28600222442805e-199	Endothelial cells	S100A13
BAX	1.22345232858849e-203	0.729986719267648	0.629	0.377	3.19210947052024e-199	Endothelial cells	BAX
RPS27L	6.00919994128943e-202	0.68081740371561	0.879	0.741	1.56786035668182e-197	Endothelial cells	RPS27L
CTNNB1	1.37890973418301e-201	0.590369702841816	0.486	0.23	3.59771338745689e-197	Endothelial cells	CTNNB1
PKIG	2.81584212266638e-201	0.454961820150239	0.339	0.118	7.34681368224885e-197	Endothelial cells	PKIG
TBC1D15	5.24439830822028e-201	0.54657108462659	0.447	0.196	1.36831596259775e-196	Endothelial cells	TBC1D15
KLF9	5.7942366366159e-201	0.712745088689506	0.616	0.363	1.51177428085945e-196	Endothelial cells	KLF9
GNG12	6.25246800480453e-201	0.494987990496125	0.408	0.165	1.63133142713355e-196	Endothelial cells	GNG12
POMP	8.38970591780892e-201	0.768147207569542	0.841	0.704	2.18895817101553e-196	Endothelial cells	POMP
SLK	1.72514931628742e-200	0.665122093114856	0.572	0.31	4.50108708112551e-196	Endothelial cells	SLK
HIF1A1	4.05694988209008e-200	0.765505918686131	0.64	0.384	1.05849879373612e-195	Endothelial cells	HIF1A
SULF2	4.56153620293674e-200	0.415287111327756	0.275	0.081	1.19015041070822e-195	Endothelial cells	SULF2
FOSL2	7.90106660586346e-199	0.52251564033887	0.362	0.135	2.06146728813584e-194	Endothelial cells	FOSL2
RPS3	1.73087718628981e-198	0.568888560593652	0.996	0.969	4.51603166674874e-194	Endothelial cells	RPS3
ATP8B1	2.2264492746963e-198	0.423506127155812	0.295	0.094	5.80902880261011e-194	Endothelial cells	ATP8B1
DSTN	2.47167014184277e-197	0.268256128425315	0.766	0.54	6.44883456708198e-193	Endothelial cells	DSTN
TPT11	7.02771285946282e-196	0.643708647067037	0.999	0.977	1.83360056216244e-191	Endothelial cells	TPT1
PRAF2	1.73176176397197e-195	0.42422162439347	0.329	0.113	4.51833961837928e-191	Endothelial cells	PRAF2
ACTN4	3.89573048427522e-195	0.622528804260124	0.571	0.309	1.01643504065225e-190	Endothelial cells	ACTN4
FLNB	8.99151205948151e-195	0.409449278640745	0.289	0.091	2.34597541143932e-190	Endothelial cells	FLNB
MRC11	1.44267483953373e-194	1.01128543429573	0.571	0.299	3.76408292382746e-190	Endothelial cells	MRC1
KCNE3	4.04165646158447e-193	0.702272946108994	0.259	0.078	1.054508587392e-188	Endothelial cells	KCNE3
PALMD1	5.44345852368605e-193	0.790159168606755	0.409	0.18	1.42025276341493e-188	Endothelial cells	PALMD
CNOT6L	7.5437940518027e-190	0.528843829708835	0.409	0.172	1.96825130605584e-185	Endothelial cells	CNOT6L
PDIA3	1.09181207534534e-189	0.650412036151432	0.966	0.897	2.84864688578353e-185	Endothelial cells	PDIA3
RPS28	7.41914124226567e-189	0.583405265618488	0.99	0.963	1.93572814151953e-184	Endothelial cells	RPS28
TAGLN2	4.7115453675821e-185	0.776708101781359	0.831	0.683	1.22928930185585e-180	Endothelial cells	TAGLN2
SEPT7	1.10924787940274e-184	0.522121405545702	0.833	0.629	2.89413864214968e-180	Endothelial cells	SEPT7
NAA38	4.41341272383898e-184	0.717306862796137	0.668	0.436	1.15150351377683e-179	Endothelial cells	NAA38
CAV21	1.62968994511432e-183	0.50269019533103	0.628	0.322	4.25202403579777e-179	Endothelial cells	CAV2
TUBA1A	3.7328028933513e-183	0.675437205097126	0.424	0.18	9.73925602904287e-179	Endothelial cells	TUBA1A
CAPNS11	4.8116592118161e-183	0.675827762261028	0.685	0.459	1.25541000495494e-178	Endothelial cells	CAPNS1
DYNLL1	4.28333942044215e-181	0.62365734177074	0.874	0.753	1.11756608818756e-176	Endothelial cells	DYNLL1
RALA	5.02001842485425e-180	0.591796777760039	0.504	0.258	1.30977300722872e-175	Endothelial cells	RALA
SHISA5	8.67604050780393e-180	0.584819419715856	0.511	0.268	2.26366572889112e-175	Endothelial cells	SHISA5
NECAP2	1.0396275042152e-179	0.514828120902306	0.454	0.211	2.71249212124787e-175	Endothelial cells	NECAP2
LAPTM4B	2.45885530612548e-179	0.444920598153235	0.347	0.132	6.41539937921198e-175	Endothelial cells	LAPTM4B
PELI1	1.28723647406292e-177	0.486960676848371	0.361	0.143	3.35852868447756e-173	Endothelial cells	PELI1
PDIA61	1.91941487021975e-177	0.658029040253317	0.884	0.752	5.00794533789034e-173	Endothelial cells	PDIA6
MEIS2	6.59220481249277e-176	0.374340604415039	0.253	0.077	1.71997215762749e-171	Endothelial cells	MEIS2
RAI14	2.532032596337e-175	0.452982346921107	0.349	0.137	6.60632624710287e-171	Endothelial cells	RAI14
ETS21	9.79434162910742e-175	0.726397344886352	0.663	0.431	2.55544167445042e-170	Endothelial cells	ETS2
EID1	1.18461550143473e-174	0.593221129380071	0.809	0.647	3.09078030479336e-170	Endothelial cells	EID1
EIF4G2	6.33199177995659e-174	0.571595987594826	0.855	0.711	1.65207997530847e-169	Endothelial cells	EIF4G2
AES	4.66348940463003e-173	0.573656235142664	0.551	0.304	1.21675102056202e-168	Endothelial cells	AES
PML	5.62484043276569e-173	0.365389194511989	0.266	0.085	1.4675771173129e-168	Endothelial cells	PML
AP2S11	9.08630890656569e-173	0.714093101884749	0.795	0.625	2.37070885681205e-168	Endothelial cells	AP2S1
MAP4	1.06030811365854e-172	0.604027183644837	0.464	0.229	2.76644989934649e-168	Endothelial cells	MAP4
MYH9	1.30118036599952e-172	0.677799098769549	0.583	0.347	3.39490969292935e-168	Endothelial cells	MYH9
RCN1	2.22073285946282e-172	0.409338540541942	0.358	0.142	5.79411410362445e-168	Endothelial cells	RCN1
DEPP1	3.92009104616431e-171	1.96653145380239	0.379	0.168	1.02279095485473e-166	Endothelial cells	DEPP1
PMP22	5.62973354091019e-171	0.476494763782538	0.34	0.13	1.46885377815888e-166	Endothelial cells	PMP22
CTSL1	9.84617547737627e-171	1.38919740487171	0.736	0.511	2.56896564380224e-166	Endothelial cells	CTSL
CRK	1.17904202786752e-169	0.421853048360574	0.348	0.137	3.07623855490914e-165	Endothelial cells	CRK
MAP7D3	4.10260075066211e-169	0.432086886257078	0.282	0.096	1.07040956185525e-164	Endothelial cells	MAP7D3
SH3GL1	8.62892788488931e-169	0.364694583949217	0.272	0.09	2.25137357444647e-164	Endothelial cells	SH3GL1
TMEM30A	1.44515381782613e-168	0.69025020347051	0.591	0.366	3.77055082609016e-164	Endothelial cells	TMEM30A
VPS37A	1.78486760326503e-168	0.460425328641587	0.365	0.15	4.6568980636788e-164	Endothelial cells	VPS37A
YWHAH1	4.61670930491441e-168	0.745741705013755	0.625	0.387	1.20454562474522e-163	Endothelial cells	YWHAH
LDHB	8.73143449694752e-168	0.536952315014924	0.616	0.34	2.27811857459858e-163	Endothelial cells	LDHB
INHBB	2.23214960150689e-167	0.773952017941529	0.279	0.099	5.82390152529163e-163	Endothelial cells	INHBB
HSPB11	6.11373344965775e-167	0.618588973513463	0.958	0.851	1.5951341943502e-162	Endothelial cells	HSPB1
OPTN	1.07462855230867e-166	0.54059572892788	0.621	0.363	2.80381335582855e-162	Endothelial cells	OPTN
RAC11	2.52013913867927e-166	0.583619264839181	0.87	0.693	6.57529502672808e-162	Endothelial cells	RAC1
IL1R1	2.64253042173745e-166	0.566969986424356	0.322	0.125	6.89462612335518e-162	Endothelial cells	IL1R1
HSP90B1	8.55035541830395e-166	0.708319802957273	0.985	0.941	2.23087323218968e-161	Endothelial cells	HSP90B1
CALR	1.06634871440405e-165	0.939060193886621	0.847	0.725	2.78221043075162e-161	Endothelial cells	CALR
AFDN	2.21774635342318e-165	0.398477266017988	0.339	0.132	5.78632201071643e-161	Endothelial cells	AFDN
S100A10	5.49541283402472e-165	0.579168084579966	0.953	0.828	1.43380816252539e-160	Endothelial cells	S100A10
DAB21	7.81482161295159e-165	0.467129482836965	0.572	0.289	2.0389651070352e-160	Endothelial cells	DAB2
SRP14	3.09120503686722e-164	0.783996835417407	0.974	0.949	8.06526306169027e-160	Endothelial cells	SRP14
IKBIP	5.01529088630083e-164	0.512924800295617	0.488	0.247	1.30853954514475e-159	Endothelial cells	IKBIP
SOX4	2.93046968533577e-162	0.556610005814482	0.388	0.162	7.64588845600955e-158	Endothelial cells	SOX4
ROCK2	2.35661147049605e-161	0.482883418958429	0.434	0.205	6.14863498767126e-157	Endothelial cells	ROCK2
CYB5R3	8.92072852653323e-160	0.594891099267356	0.597	0.369	2.32750727985779e-155	Endothelial cells	CYB5R3
ACTG11	2.91004673877532e-158	0.525621305495986	0.932	0.786	7.5926029461387e-154	Endothelial cells	ACTG1
BCAP29	6.02489960422176e-158	0.552992725394817	0.538	0.308	1.5719565557375e-153	Endothelial cells	BCAP29
RPS8	1.45495813040175e-156	0.474517361062736	0.995	0.963	3.79613125803121e-152	Endothelial cells	RPS8
CLTA	1.66506966236926e-156	0.604541488119751	0.771	0.595	4.34433325608764e-152	Endothelial cells	CLTA
SORBS3	2.13745354402604e-156	0.398345640953592	0.347	0.142	5.57683004171835e-152	Endothelial cells	SORBS3
MBNL2	7.58824049981030e-156	0.510934742141641	0.458	0.233	1.9798478288055e-151	Endothelial cells	MBNL2
SPTLC2	9.31761262657812e-156	0.395873515946562	0.352	0.145	2.4310583104005e-151	Endothelial cells	SPTLC2
SRI	5.43735940728395e-155	0.616376913703067	0.592	0.369	1.41866144295446e-150	Endothelial cells	SRI
GMFG1	2.40232867319687e-154	0.601167446333096	0.659	0.407	6.26791574123796e-150	Endothelial cells	GMFG
SEC62	3.72745818693736e-154	0.555815661642199	0.854	0.706	9.72531115553826e-150	Endothelial cells	SEC62
CLIC11	4.97933545145662e-154	0.539622225515239	0.843	0.629	1.29915841263955e-149	Endothelial cells	CLIC1
CDKN1A	1.12357531324817e-153	0.615047252102073	0.608	0.379	2.93152034979581e-149	Endothelial cells	CDKN1A
FCGRT1	2.69569043980823e-153	0.58789962755876	0.824	0.645	7.03332592650365e-149	Endothelial cells	FCGRT
ABCG2	3.83355034184679e-153	0.487664554973561	0.259	0.09	1.00021161969125e-148	Endothelial cells	ABCG2
RAP1B	1.56114285518511e-152	0.508136442168877	0.531	0.299	4.07317782346347e-148	Endothelial cells	RAP1B
TCEAL4	2.55966992632531e-151	0.586802736247617	0.635	0.419	6.67843480477536e-147	Endothelial cells	TCEAL4
CTNNAL1	3.50762256978765e-151	0.52490374074452	0.379	0.169	9.15173804683295e-147	Endothelial cells	CTNNAL1
NECTIN2	2.3432795904294e-150	0.49130593329501	0.448	0.227	6.11385077938934e-146	Endothelial cells	NECTIN2
PARVA	2.40512880632573e-150	0.350499900823636	0.28	0.1	6.27522156858446e-146	Endothelial cells	PARVA
CMTM31	1.32915273698828e-149	0.631537383149233	0.504	0.271	3.46789240607612e-145	Endothelial cells	CMTM3
PTMA1	1.98233292338107e-149	0.366130315176778	1	0.995	5.17210483039354e-145	Endothelial cells	PTMA
FLOT1	2.60144360594935e-149	0.528879063540027	0.571	0.337	6.78742651228244e-145	Endothelial cells	FLOT1
SPART1	4.04498626525798e-148	0.375892169449808	0.367	0.156	1.05537736646846e-143	Endothelial cells	SPART
KBTBD2	6.80914339300833e-148	0.336476796201525	0.282	0.103	1.7765736026698e-143	Endothelial cells	KBTBD2
EIF4G3	1.41325164420237e-146	0.483057245070657	0.494	0.265	3.6873148648884e-142	Endothelial cells	EIF4G3
YWHAB1	4.62565550800833e-146	0.514861936673426	0.893	0.76	1.20687977859445e-141	Endothelial cells	YWHAB
ARHGEF12	6.03941374936815e-145	0.435394709889038	0.399	0.188	1.57574344134765e-140	Endothelial cells	ARHGEF12
GABARAPL2	7.04715562269068e-143	0.627701324678105	0.662	0.471	1.83867337351622e-138	Endothelial cells	GABARAPL2
CFL11	1.57759772160412e-141	0.388477606058406	0.979	0.907	4.11611021543731e-137	Endothelial cells	CFL1
AP2M1	3.59821079939614e-141	0.550116921611215	0.653	0.45	9.38809179670448e-137	Endothelial cells	AP2M1
PTK2	2.7201505598843e-140	0.331335474830113	0.322	0.13	7.09714482579413e-136	Endothelial cells	PTK2
PPIA	8.59184805746901e-140	0.429096577663828	0.987	0.945	2.24169907667424e-135	Endothelial cells	PPIA
GINM1	1.72598082246276e-138	0.475019356218147	0.496	0.275	4.50325656388758e-134	Endothelial cells	GINM1
DAD1	4.77316994841137e-138	0.546026525588774	0.848	0.734	1.24536777124001e-133	Endothelial cells	DAD1
UGCG	5.42564725756776e-138	0.551005232374025	0.389	0.188	1.415605625972e-133	Endothelial cells	UGCG
SBDS	6.36185352827187e-137	0.529926431037602	0.622	0.407	1.65987120406141e-132	Endothelial cells	SBDS
ADAM10	1.03755086945485e-136	0.482177915269073	0.504	0.29	2.70707397349465e-132	Endothelial cells	ADAM10
CMIP	1.60146015891356e-136	0.372432189170388	0.306	0.124	4.17836970062137e-132	Endothelial cells	CMIP
UBC1	1.16410534981352e-135	0.606272024308768	0.948	0.898	3.03726726819845e-131	Endothelial cells	UBC
RPL3	3.34206299061328e-133	0.387513128741289	0.994	0.971	8.71977654880911e-129	Endothelial cells	RPL3
BNIP21	3.50604974424715e-133	0.481449645198126	0.513	0.296	9.14763438771523e-129	Endothelial cells	BNIP2
ARRDC21	1.59583853404067e-132	0.435375152036618	0.342	0.151	4.16370231916552e-128	Endothelial cells	ARRDC2
DYNC1I2	2.03374533485911e-132	0.497059972683644	0.544	0.33	5.3062449531809e-128	Endothelial cells	DYNC1I2
DPYSL21	4.52706241055933e-132	0.384564486446918	0.365	0.166	1.18115585353903e-127	Endothelial cells	DPYSL2
SERF2	4.78871526005828e-132	0.355889505847321	0.999	0.997	1.24942369850181e-127	Endothelial cells	SERF2
RPS191	6.76725108031485e-132	0.454151469350229	0.996	0.992	1.76564347936495e-127	Endothelial cells	RPS19
RACK1	1.22619446106448e-131	0.457752920426183	0.955	0.882	3.19926396836334e-127	Endothelial cells	RACK1
KLHL5	3.19623577980613e-131	0.42964502178222	0.363	0.171	8.33929877309218e-127	Endothelial cells	KLHL5
SYPL1	1.92585051397078e-130	0.484977843783464	0.581	0.367	5.02473657600117e-126	Endothelial cells	SYPL1
RPL29	5.35162056560805e-130	0.44800914832848	0.987	0.963	1.3962913217728e-125	Endothelial cells	RPL29
RPL36	1.25048436126856e-129	0.403836499061057	0.994	0.978	3.2626387469858e-125	Endothelial cells	RPL36
RPS18	2.43868843252475e-129	0.289797207952771	1	0.993	6.36278198930032e-125	Endothelial cells	RPS18
GOLM11	3.3559290785322e-129	0.397636345512841	0.407	0.195	8.75595455879836e-125	Endothelial cells	GOLM1
CDC42BPA	8.0883973542791e-128	0.359480552771112	0.291	0.118	2.11034375370496e-123	Endothelial cells	CDC42BPA
